cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente,outlier_valor
C024069,2024-06-01,2324.95,Cartão de Crédito,Score Baixo,Não,False
C087461,2023-10-30,2935.77,Cartão de Crédito,Renda Insuficiente,Sim,False
C027680,2024-09-05,1602.79,Renegociação de Dívidas,Documentação Incompleta,Sim,False
C094872,2024-01-06,3757.63,Cartão de Crédito,Renda Insuficiente,Não,False
C093968,2025-06-03,2321.72,Limite Conta,Score Baixo,Não,False
C022976,2024-10-24,3708.8,Compra Parcelada,Renda Insuficiente,Sim,False
C002668,2025-02-08,1886.3,Cartão de Crédito,Score Baixo,Não,False
C094400,2025-06-27,116.87,Compra Parcelada,Inconsistência Cadastral,Não,False
C110633,2025-01-18,2694.51,Compra Parcelada,Renda Insuficiente,Não,False
C130042,2025-05-20,1706.03,Cartão de Crédito,Score Baixo,Não,False
C059820,2024-10-07,3443.39,Cartão de Crédito,Histórico de Inadimplência,Não,False
C075965,2023-08-17,1911.89,Cartão de Crédito,Histórico de Inadimplência,Não,False
C048043,2024-12-07,3259.57,Cartão de Crédito,Inconsistência Cadastral,Não,False
C149121,2024-09-15,657.77,Compra Parcelada,Histórico de Inadimplência,Sim,False
C139412,2025-06-19,-424.8,Limite Conta,Inconsistência Cadastral,Sim,True
C036431,2024-04-08,2396.05,Compra Parcelada,Inconsistência Cadastral,Não,False
C099737,2025-05-14,2783.46,Cartão de Crédito,Renda Insuficiente,Não,False
C102615,2024-04-10,2171.22,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C105053,2023-08-24,1763.45,Cartão de Crédito,Score Baixo,Não,False
C077985,2025-02-16,3619.59,Empréstimo Pessoal,Documentação Incompleta,Não,False
C056632,2023-08-10,2911.12,Cartão de Crédito,Renda Insuficiente,Não,False
C040851,2024-01-16,1235.94,Compra Parcelada,Renda Insuficiente,Não,False
C143015,2025-03-01,3094.98,Cartão de Crédito,Inconsistência Cadastral,Não,False
C126542,2024-07-27,3357.96,Renegociação de Dívidas,Documentação Incompleta,Sim,False
C094371,2024-10-07,2535.56,Cartão de Crédito,Score Baixo,Não,False
C033855,2023-11-23,3372.69,Empréstimo Pessoal,Score Baixo,Não,False
C099828,2023-10-28,-500.0,Cartão de Crédito,Renda Insuficiente,Não,True
C060283,2024-03-09,3262.98,Limite Conta,Documentação Incompleta,Sim,False
C081694,2024-08-04,973.28,Cartão de Crédito,Documentação Incompleta,Não,False
C038095,2024-01-23,3858.74,Compra Parcelada,Inconsistência Cadastral,Não,False
C061986,2024-12-26,4578.15,Cartão de Crédito,Renda Insuficiente,Não,False
C070314,2024-08-03,3537.97,Limite Conta,Inconsistência Cadastral,Sim,False
C089407,2024-06-24,2392.93,Empréstimo Pessoal,Renda Insuficiente,Não,False
C062767,2025-06-08,2907.46,Cartão de Crédito,Renda Insuficiente,Sim,False
C019860,2024-11-25,2675.02,Limite Conta,Score Baixo,Não,False
C067943,2025-05-12,2998.14,Cartão de Crédito,Renda Insuficiente,Não,False
C043845,2023-11-06,962.54,Compra Parcelada,Inconsistência Cadastral,Não,False
C029263,2025-06-14,2948.29,Compra Parcelada,Histórico de Inadimplência,Não,False
C108366,2024-06-29,2224.8,Cartão de Crédito,Renda Insuficiente,Não,False
C115782,2024-07-02,1644.93,Compra Parcelada,Score Baixo,Sim,False
C038692,2024-12-24,2693.17,Cartão de Crédito,Renda Insuficiente,Não,False
C050663,2025-05-25,3525.65,Cartão de Crédito,Renda Insuficiente,Não,False
C124072,2024-07-30,3490.57,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C054720,2024-11-12,988.95,Empréstimo Pessoal,Renda Insuficiente,Não,False
C050263,2024-06-20,2929.37,Empréstimo Pessoal,Renda Insuficiente,Não,False
C135039,2024-10-20,2698.15,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C098843,2024-09-26,3182.76,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C052435,2023-11-24,3479.34,Empréstimo Pessoal,Renda Insuficiente,Não,False
C004299,2025-06-10,3537.67,Compra Parcelada,Renda Insuficiente,Sim,False
C104455,2023-07-08,3217.67,Cartão de Crédito,Score Baixo,Sim,False
C144640,2028-01-01,1891.21,Cartão de Crédito,Inconsistência Cadastral,Não,False
C064922,2028-01-01,3835.31,Compra Parcelada,,Não,False
C000369,2023-09-15,4013.59,Cartão de Crédito,Renda Insuficiente,Sim,False
C061560,2024-08-28,1873.02,Cartão de Crédito,Score Baixo,Não,False
C120505,2023-10-27,2114.31,Cartão de Crédito,Inconsistência Cadastral,Não,False
C149590,2023-09-29,2359.49,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C013604,2025-03-28,2837.36,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C088454,2025-03-23,3275.55,Compra Parcelada,Histórico de Inadimplência,Não,False
C001490,2023-09-26,2971.02,Cartão de Crédito,Score Baixo,Não,False
C116823,2024-02-11,3526.48,Limite Conta,Documentação Incompleta,Não,False
C126414,2025-04-28,1500.33,Renegociação de Dívidas,Documentação Incompleta,Sim,False
C136611,2025-04-01,3477.17,Cartão de Crédito,Score Baixo,Não,False
C057211,2024-03-30,-199.7,Renegociação de Dívidas,Documentação Incompleta,Não,False
C080425,2023-08-18,2736.63,Cartão de Crédito,Renda Insuficiente,Não,False
C050922,2024-10-28,3556.37,Cartão de Crédito,Score Baixo,Não,False
C088037,2025-05-12,3428.57,Cartão de Crédito,Score Baixo,Não,False
C027025,2024-07-28,1773.41,Compra Parcelada,Renda Insuficiente,Não,False
C104799,2024-12-21,2118.91,Compra Parcelada,Renda Insuficiente,Não,False
C054905,2025-04-07,2345.78,Compra Parcelada,Documentação Incompleta,Não,False
C109787,2023-12-25,3124.13,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C095712,2024-11-26,2287.55,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C104575,2025-02-21,2559.74,Limite Conta,Inconsistência Cadastral,Não,False
C081001,2024-05-17,725.46,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C127821,2024-08-16,1539.03,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C113629,2024-03-23,2366.13,Cartão de Crédito,Inconsistência Cadastral,Não,False
C109601,2025-03-25,2137.66,Compra Parcelada,Renda Insuficiente,Não,False
C008114,2025-02-20,4039.61,Empréstimo Pessoal,Score Baixo,Não,False
C026379,2024-06-04,2377.2,Cartão de Crédito,Inconsistência Cadastral,Não,False
C116960,2023-11-01,1904.4,Renegociação de Dívidas,Renda Insuficiente,Não,False
C114951,2025-04-25,2626.45,Cartão de Crédito,Renda Insuficiente,Não,False
C016633,2025-06-07,2364.72,Compra Parcelada,Score Baixo,Sim,False
C119199,2024-12-24,4349.64,Cartão de Crédito,Score Baixo,Não,False
C071737,2024-10-04,3322.21,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C014128,2024-08-28,2850.43,Compra Parcelada,Renda Insuficiente,Não,False
C010354,2025-05-15,1988.75,Cartão de Crédito,Renda Insuficiente,Não,False
C129909,2024-05-22,3925.85,Cartão de Crédito,Renda Insuficiente,Não,False
C146220,2023-08-06,1784.66,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C081585,2024-11-25,4459.84,Empréstimo Pessoal,Renda Insuficiente,Não,False
C059677,2023-08-27,3558.1,Renegociação de Dívidas,Documentação Incompleta,Não,False
C073207,2024-01-01,1346.09,Cartão de Crédito,Inconsistência Cadastral,Não,False
C029339,2024-02-21,760.6,Empréstimo Pessoal,Documentação Incompleta,Não,False
C016003,2025-06-27,3075.54,Empréstimo Pessoal,Renda Insuficiente,Não,False
C031569,2025-02-01,3070.31,Empréstimo Pessoal,Documentação Incompleta,Não,False
C008498,2024-09-20,-500.0,Empréstimo Pessoal,Histórico de Inadimplência,Não,True
C046632,2024-10-05,1885.01,Cartão de Crédito,Score Baixo,Não,False
C101736,2023-07-02,1875.98,Empréstimo Pessoal,Renda Insuficiente,Não,False
C038658,2025-05-06,3078.79,Compra Parcelada,Documentação Incompleta,Sim,False
C146476,2024-04-11,3323.5,Compra Parcelada,Renda Insuficiente,Não,False
C081656,2024-05-06,2122.98,Cartão de Crédito,Renda Insuficiente,Não,False
C144389,2024-05-15,2642.41,Cartão de Crédito,Documentação Incompleta,Não,False
C099132,2023-09-24,1368.85,Cartão de Crédito,Renda Insuficiente,Não,False
C023016,2024-08-17,2811.26,Empréstimo Pessoal,Renda Insuficiente,Não,False
C078214,2025-02-10,4683.39,Cartão de Crédito,Inconsistência Cadastral,Não,False
C146048,2028-01-01,3081.24,Cartão de Crédito,Renda Insuficiente,Sim,False
C119402,2025-03-18,1092.46,Compra Parcelada,Score Baixo,Sim,False
C086485,2024-07-01,4103.93,Renegociação de Dívidas,Score Baixo,Não,False
C022578,2024-10-10,2684.98,Cartão de Crédito,Documentação Incompleta,Não,False
C056940,2024-05-30,1565.64,Cartão de Crédito,Renda Insuficiente,Sim,False
C073734,2024-10-02,4314.54,Compra Parcelada,Renda Insuficiente,Não,False
C053747,2024-10-11,2438.72,Cartão de Crédito,Documentação Incompleta,Não,False
C116104,2025-05-27,1166.67,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C002766,2024-12-24,2315.06,Renegociação de Dívidas,Documentação Incompleta,Não,False
C016871,2023-12-07,1067.69,Cartão de Crédito,Renda Insuficiente,Sim,False
C039852,2025-04-12,1908.91,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C018057,2023-07-22,1606.26,Compra Parcelada,Score Baixo,Sim,False
C107146,2025-03-02,2709.66,Empréstimo Pessoal,Documentação Incompleta,Não,False
C148229,2023-07-18,1808.47,Empréstimo Pessoal,Renda Insuficiente,Não,False
C046799,2024-03-13,2209.99,Compra Parcelada,Documentação Incompleta,Sim,False
C101294,2024-11-19,2639.21,Compra Parcelada,Renda Insuficiente,Sim,False
C017523,2023-09-03,2979.2,Renegociação de Dívidas,Score Baixo,Não,False
C073867,2025-06-05,1067.06,Cartão de Crédito,Score Baixo,Não,False
C026803,2025-03-30,2576.58,Cartão de Crédito,Inconsistência Cadastral,Não,False
C120650,2024-07-01,2324.49,Empréstimo Pessoal,Documentação Incompleta,Não,False
C013054,2025-06-21,2870.58,Cartão de Crédito,Histórico de Inadimplência,Não,False
C009824,2024-12-28,2816.08,Compra Parcelada,Score Baixo,Não,False
C106922,2025-05-14,556.21,Compra Parcelada,Score Baixo,Não,False
C107367,2025-06-06,2717.2,Cartão de Crédito,Inconsistência Cadastral,Não,False
C039679,2024-01-11,892.34,Limite Conta,Histórico de Inadimplência,Não,False
C058035,2024-07-01,2121.5,Cartão de Crédito,Renda Insuficiente,Não,False
C126618,2023-10-14,3570.38,Cartão de Crédito,Score Baixo,Não,False
C048931,2025-05-08,2553.7,Empréstimo Pessoal,Score Baixo,Não,False
C147009,2023-07-13,3580.04,Empréstimo Pessoal,Documentação Incompleta,Não,False
C115595,2023-11-02,2806.66,Cartão de Crédito,Inconsistência Cadastral,Não,False
C050044,2024-03-13,1687.64,Cartão de Crédito,Score Baixo,Não,False
C123130,2025-06-09,1621.06,Cartão de Crédito,Score Baixo,Sim,False
C144558,2024-11-17,3075.67,Cartão de Crédito,Inconsistência Cadastral,Não,False
C024592,2024-11-26,1562.42,Cartão de Crédito,Documentação Incompleta,Não,False
C108834,2024-05-26,2981.23,Cartão de Crédito,Histórico de Inadimplência,Não,False
C087258,2023-11-18,2496.35,Cartão de Crédito,Renda Insuficiente,Não,False
C024067,2024-11-04,2248.5,Compra Parcelada,Score Baixo,Não,False
C048130,2024-05-29,3330.01,Cartão de Crédito,Documentação Incompleta,Não,False
C112283,2023-08-04,893.92,Cartão de Crédito,Renda Insuficiente,Não,False
C092893,2025-06-17,997.05,Empréstimo Pessoal,Renda Insuficiente,Não,False
C052205,2025-04-04,1664.58,Compra Parcelada,Histórico de Inadimplência,Sim,False
C130060,2024-10-16,956.64,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C060193,2024-08-09,3383.03,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C071466,2025-01-08,2338.5,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C027488,2025-04-19,-506.52,Empréstimo Pessoal,Histórico de Inadimplência,Sim,True
C112425,2025-04-17,3478.58,Empréstimo Pessoal,Score Baixo,Não,False
C135241,2023-09-16,798.47,Cartão de Crédito,Documentação Incompleta,Não,False
C128807,2025-05-22,1865.97,Renegociação de Dívidas,Documentação Incompleta,Não,False
C026438,2023-09-30,1927.36,Cartão de Crédito,Inconsistência Cadastral,Não,False
C058719,2025-03-10,1983.37,Cartão de Crédito,Score Baixo,Sim,False
C145355,2025-05-01,2695.89,Limite Conta,Renda Insuficiente,Sim,False
C048955,2024-09-22,1643.61,Renegociação de Dívidas,Documentação Incompleta,Sim,False
C007581,2025-02-01,2491.85,Limite Conta,Renda Insuficiente,Sim,False
C132752,2023-08-17,3091.98,Limite Conta,Documentação Incompleta,Não,False
C071181,2024-11-26,3230.25,Empréstimo Pessoal,Documentação Incompleta,Não,False
C109015,2024-08-28,3110.67,Empréstimo Pessoal,Renda Insuficiente,Não,False
C147521,2024-11-28,3003.67,Cartão de Crédito,Renda Insuficiente,Sim,False
C096302,2025-01-06,-500.0,Limite Conta,Renda Insuficiente,Não,True
C055407,2024-01-30,2374.0,Compra Parcelada,Histórico de Inadimplência,Não,False
C076564,2025-06-08,2427.13,Cartão de Crédito,Renda Insuficiente,Não,False
C100905,2024-12-22,2401.02,Compra Parcelada,Renda Insuficiente,Não,False
C095393,2023-08-17,2497.62,Empréstimo Pessoal,Documentação Incompleta,Não,False
C090213,2024-03-07,2538.62,Empréstimo Pessoal,Renda Insuficiente,Não,False
C034190,2024-11-06,2142.41,Cartão de Crédito,Renda Insuficiente,Não,False
C074688,2025-04-15,1385.24,Compra Parcelada,Histórico de Inadimplência,Não,False
C122926,2024-12-29,1823.97,Empréstimo Pessoal,Score Baixo,Não,False
C136547,2023-11-11,2761.12,Compra Parcelada,Histórico de Inadimplência,Não,False
C082480,2024-04-01,4240.59,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C040031,2024-12-10,1120.1,Compra Parcelada,Documentação Incompleta,Não,False
C087196,2024-06-22,2843.43,Cartão de Crédito,Documentação Incompleta,Não,False
C067855,2023-09-12,1701.32,Empréstimo Pessoal,Score Baixo,Não,False
C054133,2024-11-26,3851.02,Limite Conta,Documentação Incompleta,Não,False
C137341,2023-10-07,3260.71,Empréstimo Pessoal,Score Baixo,Sim,False
C138562,2023-07-28,4205.3,Limite Conta,Renda Insuficiente,Sim,False
C013130,2024-05-24,3033.84,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C034765,2023-10-07,1403.31,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C132660,2025-04-08,1859.46,Cartão de Crédito,Inconsistência Cadastral,Não,False
C073506,2023-09-14,-500.0,Renegociação de Dívidas,Inconsistência Cadastral,Não,True
C095052,2023-08-11,3246.18,Cartão de Crédito,Documentação Incompleta,Sim,False
C074886,2024-04-20,4259.97,Cartão de Crédito,Score Baixo,Não,False
C106999,2024-09-04,3333.77,Compra Parcelada,Score Baixo,Não,False
C014652,2024-06-05,955.82,Cartão de Crédito,Renda Insuficiente,Sim,False
C013389,2024-11-24,1647.2,Limite Conta,Documentação Incompleta,Não,False
C017739,2023-08-27,2942.9,Cartão de Crédito,Score Baixo,Não,False
C032371,2025-05-20,2838.08,Cartão de Crédito,Renda Insuficiente,Sim,False
C134680,2024-08-01,3020.92,Compra Parcelada,Score Baixo,Sim,False
C096713,2023-08-30,3056.33,Limite Conta,Renda Insuficiente,Não,False
C029049,2025-06-22,1652.15,Compra Parcelada,Score Baixo,Sim,False
C020799,2023-12-23,3359.44,Renegociação de Dívidas,Score Baixo,Sim,False
C097471,2025-04-22,1778.54,Compra Parcelada,Histórico de Inadimplência,Sim,False
C104164,2024-08-08,3083.82,Cartão de Crédito,Score Baixo,Não,False
C046344,2025-01-09,4446.28,Compra Parcelada,Histórico de Inadimplência,Não,False
C122352,2023-08-17,3406.33,Cartão de Crédito,Renda Insuficiente,Não,False
C051665,2023-07-15,3646.96,Cartão de Crédito,Histórico de Inadimplência,Não,False
C067760,2024-04-01,4114.48,Cartão de Crédito,Score Baixo,Sim,False
C106203,2025-06-28,1821.75,Cartão de Crédito,Documentação Incompleta,Não,False
C126994,2024-08-15,2461.06,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C125591,2023-09-22,2332.03,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C099289,2024-05-05,4554.5,Empréstimo Pessoal,Renda Insuficiente,Não,False
C025877,2025-03-30,4121.68,Compra Parcelada,Documentação Incompleta,Não,False
C081898,2024-07-06,3341.33,Limite Conta,Score Baixo,Não,False
C146442,2023-11-22,1899.12,Limite Conta,Score Baixo,Não,False
C083613,2023-10-17,2860.52,Renegociação de Dívidas,Score Baixo,Sim,False
C046570,2025-06-07,2389.59,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C008532,2025-02-23,1890.62,Cartão de Crédito,Renda Insuficiente,Não,False
C078573,2024-11-18,4062.2,Cartão de Crédito,Score Baixo,Não,False
C105016,2025-04-19,1324.86,Compra Parcelada,Renda Insuficiente,Não,False
C000219,2023-10-17,2054.13,Limite Conta,Inconsistência Cadastral,Não,False
C149135,2025-01-08,2728.51,Cartão de Crédito,Score Baixo,Não,False
C112843,2024-11-04,1347.62,Renegociação de Dívidas,Renda Insuficiente,Não,False
C045081,2025-03-01,1134.55,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C128065,2023-07-23,1319.46,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C054487,2024-04-03,1483.35,Empréstimo Pessoal,Renda Insuficiente,Não,False
C007465,2023-10-05,2118.58,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C068666,2023-07-24,2414.37,Compra Parcelada,Histórico de Inadimplência,Não,False
C033936,2024-06-11,2184.72,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C089314,2028-01-01,2696.7,Compra Parcelada,Renda Insuficiente,Não,False
C149133,2024-01-22,1002.62,Limite Conta,Renda Insuficiente,Não,False
C066121,2025-06-02,1385.72,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C126821,2024-07-04,1439.81,Cartão de Crédito,Inconsistência Cadastral,Não,False
C095995,2025-05-04,2727.33,Cartão de Crédito,Inconsistência Cadastral,Não,False
C013776,2024-05-05,2451.1,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C085431,2025-06-26,2942.1,Empréstimo Pessoal,Score Baixo,Não,False
C092783,2025-06-25,2764.27,Cartão de Crédito,Histórico de Inadimplência,Não,False
C133558,2024-05-17,1864.51,Empréstimo Pessoal,Score Baixo,Não,False
C037685,2025-06-06,2713.81,Cartão de Crédito,Renda Insuficiente,Não,False
C120240,2025-02-06,3540.74,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C120833,2023-07-29,2990.83,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C045372,2025-06-25,1185.81,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C029589,2025-01-09,1443.86,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C143755,2025-01-05,2177.51,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C122009,2024-04-14,3614.7,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C043136,2025-01-12,2909.72,Limite Conta,Documentação Incompleta,Sim,False
C036757,2023-07-27,2565.11,Cartão de Crédito,Documentação Incompleta,Não,False
C006234,2024-03-16,3255.86,Compra Parcelada,Documentação Incompleta,Não,False
C003126,2025-03-18,3816.25,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C111274,2024-05-17,3363.0,Renegociação de Dívidas,Score Baixo,Sim,False
C028898,2024-03-09,1348.85,Empréstimo Pessoal,Renda Insuficiente,Não,False
C094087,2024-12-05,2158.05,Renegociação de Dívidas,Documentação Incompleta,Não,False
C056974,2024-03-04,1943.16,Renegociação de Dívidas,Score Baixo,Sim,False
C035133,2023-12-28,1857.41,Cartão de Crédito,Inconsistência Cadastral,Não,False
C043319,2024-05-24,1323.26,Empréstimo Pessoal,Score Baixo,Sim,False
C055016,2024-12-15,2984.43,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C039526,2024-02-11,1873.59,Cartão de Crédito,Score Baixo,Não,False
C115151,2025-04-13,944.27,Compra Parcelada,Renda Insuficiente,Não,False
C062138,2024-07-09,3476.69,Cartão de Crédito,Renda Insuficiente,Não,False
C035686,2025-03-12,2900.84,Compra Parcelada,Inconsistência Cadastral,Sim,False
C123235,2023-07-27,2764.9,Limite Conta,Score Baixo,Não,False
C000439,2023-07-17,1151.12,Cartão de Crédito,Inconsistência Cadastral,Não,False
C083355,2025-03-10,1468.02,Cartão de Crédito,Score Baixo,Não,False
C101191,2024-06-08,1873.66,Cartão de Crédito,Inconsistência Cadastral,Não,False
C120590,2023-12-06,2582.92,Limite Conta,Documentação Incompleta,Não,False
C091191,2024-03-27,2004.36,Empréstimo Pessoal,Score Baixo,Não,False
C036544,2024-06-21,503.23,Renegociação de Dívidas,Renda Insuficiente,Não,False
C028390,2024-06-11,2439.96,Cartão de Crédito,Renda Insuficiente,Não,False
C064335,2023-09-18,3281.03,Limite Conta,Score Baixo,Não,False
C086710,2025-04-06,2108.36,Cartão de Crédito,Histórico de Inadimplência,Não,False
C108489,2023-10-31,2804.47,Cartão de Crédito,Renda Insuficiente,Não,False
C019968,2023-10-13,3063.23,Empréstimo Pessoal,Documentação Incompleta,Não,False
C069026,2024-05-03,905.2,Compra Parcelada,Documentação Incompleta,Não,False
C055795,2023-11-18,3162.46,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C016801,2023-12-20,730.59,Empréstimo Pessoal,Renda Insuficiente,Não,False
C117444,2024-11-19,3691.22,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C147899,2023-07-22,-500.0,Empréstimo Pessoal,Renda Insuficiente,Sim,True
C063000,2024-04-06,3118.23,Cartão de Crédito,Score Baixo,Sim,False
C125849,2024-12-19,1208.22,Cartão de Crédito,Renda Insuficiente,Não,False
C029732,2025-03-29,1894.31,Cartão de Crédito,Inconsistência Cadastral,Não,False
C070147,2024-06-20,2092.12,Cartão de Crédito,Documentação Incompleta,Não,False
C144672,2024-01-23,1945.66,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C032004,2024-01-10,1550.61,Limite Conta,Histórico de Inadimplência,Não,False
C120605,2025-03-03,2396.03,Cartão de Crédito,Inconsistência Cadastral,Não,False
C026113,2023-12-03,1356.65,Cartão de Crédito,Renda Insuficiente,Sim,False
C089349,2024-06-08,3104.5,Cartão de Crédito,Histórico de Inadimplência,Não,False
C056128,2023-07-06,3379.71,Cartão de Crédito,Score Baixo,Sim,False
C098084,2025-01-28,2073.4,Empréstimo Pessoal,Score Baixo,Não,False
C085835,2024-11-23,3522.48,Renegociação de Dívidas,Documentação Incompleta,Não,False
C122644,2024-08-07,3999.21,Compra Parcelada,Inconsistência Cadastral,Sim,False
C060026,2025-05-20,3460.94,Empréstimo Pessoal,Score Baixo,Não,False
C041826,2024-06-30,2461.4,Limite Conta,Inconsistência Cadastral,Não,False
C085859,2025-03-22,2215.76,Renegociação de Dívidas,Score Baixo,Não,False
C118315,2023-12-10,2529.85,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C069347,2024-12-18,951.56,Cartão de Crédito,Renda Insuficiente,Sim,False
C081628,2024-12-18,2485.23,Empréstimo Pessoal,Renda Insuficiente,Não,False
C052924,2025-01-27,2773.28,Cartão de Crédito,Score Baixo,Não,False
C028823,2024-07-18,3160.67,Limite Conta,Score Baixo,Não,False
C033461,2025-02-28,3695.43,Compra Parcelada,Inconsistência Cadastral,Não,False
C077247,2023-07-10,3505.64,Cartão de Crédito,Documentação Incompleta,Não,False
C075001,2024-02-27,2242.05,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C121221,2025-02-06,2150.15,Renegociação de Dívidas,Renda Insuficiente,Não,False
C031991,2024-06-13,2363.33,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C076443,2025-01-09,1668.7,Empréstimo Pessoal,Score Baixo,Sim,False
C018774,2023-08-14,2319.7,Limite Conta,Inconsistência Cadastral,Não,False
C053889,2023-07-16,1837.12,Limite Conta,Renda Insuficiente,Não,False
C011848,2023-12-25,2300.55,Cartão de Crédito,Inconsistência Cadastral,Não,False
C053888,2024-09-23,1331.76,Cartão de Crédito,Renda Insuficiente,Não,False
C015963,2023-08-22,1836.08,Cartão de Crédito,Renda Insuficiente,Sim,False
C013840,2025-03-28,2070.19,Cartão de Crédito,Documentação Incompleta,Não,False
C050820,2025-03-05,1937.96,Limite Conta,Histórico de Inadimplência,Não,False
C051449,2024-07-29,2388.85,Renegociação de Dívidas,Inconsistência Cadastral,Sim,False
C055202,2023-11-23,4423.94,Compra Parcelada,Inconsistência Cadastral,Sim,False
C110177,2023-11-20,1602.11,Cartão de Crédito,Renda Insuficiente,Não,False
C069736,2024-06-06,2650.05,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C127879,2024-08-30,2741.25,Compra Parcelada,Score Baixo,Não,False
C136089,2024-04-15,4546.24,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C045724,2024-03-18,2725.03,Limite Conta,Renda Insuficiente,Sim,False
C027467,2023-09-26,2683.98,Cartão de Crédito,Inconsistência Cadastral,Não,False
C072043,2025-04-29,2973.76,Limite Conta,Inconsistência Cadastral,Não,False
C134359,2025-03-05,3872.89,Cartão de Crédito,Score Baixo,Não,False
C102491,2023-09-19,2909.99,Limite Conta,Renda Insuficiente,Não,False
C027079,2023-12-25,2304.13,Cartão de Crédito,Score Baixo,Não,False
C135284,2023-12-12,3605.78,Cartão de Crédito,Renda Insuficiente,Não,False
C020668,2024-07-07,3470.93,Renegociação de Dívidas,Documentação Incompleta,Não,False
C070619,2024-08-06,1402.68,Empréstimo Pessoal,Score Baixo,Sim,False
C146588,2023-07-15,2313.62,Empréstimo Pessoal,Renda Insuficiente,Não,False
C011338,2024-05-09,2248.05,Limite Conta,Renda Insuficiente,Não,False
C107185,2025-03-06,1679.49,Cartão de Crédito,Inconsistência Cadastral,Não,False
C043547,2023-09-05,2376.9,Empréstimo Pessoal,Renda Insuficiente,Não,False
C119672,2023-08-22,3250.17,Cartão de Crédito,Score Baixo,Não,False
C011368,2024-10-03,3034.94,Limite Conta,Renda Insuficiente,Sim,False
C015970,2024-01-22,3039.6,Compra Parcelada,Inconsistência Cadastral,Sim,False
C110165,2024-12-26,3242.52,Renegociação de Dívidas,Score Baixo,Não,False
C049409,2024-10-10,2323.09,Limite Conta,Documentação Incompleta,Não,False
C022688,2023-07-14,1954.25,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C130784,2025-06-16,2390.03,Cartão de Crédito,Score Baixo,Não,False
C087284,2025-05-10,2498.13,Cartão de Crédito,Score Baixo,Não,False
C003578,2025-01-16,2365.7,Cartão de Crédito,Renda Insuficiente,Sim,False
C089296,2024-12-01,3687.61,Cartão de Crédito,Documentação Incompleta,Não,False
C058561,2025-03-17,3191.93,Renegociação de Dívidas,Score Baixo,Não,False
C096224,2024-10-10,2166.44,Limite Conta,Renda Insuficiente,Sim,False
C133427,2025-03-23,3246.74,Cartão de Crédito,Renda Insuficiente,Não,False
C053059,2023-12-29,2165.16,Renegociação de Dívidas,Documentação Incompleta,Sim,False
C110186,2024-11-19,4725.13,Cartão de Crédito,Score Baixo,Não,False
C089467,2024-04-23,3076.17,Compra Parcelada,Renda Insuficiente,Não,False
C081702,2024-08-10,2660.99,Compra Parcelada,Documentação Incompleta,Não,False
